candidate_id,degree,gpa,skills,experience_years,certification,projects,soft_skill,location
13074,Information Technology,3.43,SQL,7,AWS,3,Communication,Kisumu
13075,Data Science,2.58,Flask,3,Cisco,0,Problem Solving,Nairobi
13076,Computer Science,2.78,JavaScript,3,None,1,Communication,Remote
13077,Data Science,3.43,SQL,5,Cisco,0,Leadership,Mombasa
13078,Data Science,3.14,JavaScript,0,Google Cloud,4,Leadership,Mombasa
13079,Information Technology,3.77,Flask,4,Google Cloud,1,Communication,Nairobi
13080,Computer Science,3.02,Java,5,None,1,Leadership,Kisumu
13081,Software Engineering,2.22,C++,4,Cisco,2,Teamwork,Mombasa
13082,Software Engineering,3.39,Flask,7,None,3,Communication,Remote
13083,Information Technology,2.28,React,7,Google Cloud,5,Teamwork,Remote
13084,Computer Science,3.69,SQL,0,Google Cloud,1,Problem Solving,Nairobi
13085,Software Engineering,2.2,C++,0,Google Cloud,0,Communication,Mombasa
13086,Computer Science,3.09,Python,6,AWS,2,Teamwork,Mombasa
13087,Computer Science,3.3,React,1,Cisco,0,Problem Solving,Kisumu
13088,Information Technology,2.52,C++,7,Cisco,0,Communication,Mombasa
13089,Computer Science,3.91,Machine Learning,2,None,6,Problem Solving,Mombasa
13090,Data Science,3.28,React,3,Cisco,4,Communication,Mombasa
13091,Computer Science,3.03,React,4,AWS,3,Communication,Nairobi
13092,Data Science,2.69,Flask,1,Cisco,0,Problem Solving,Kisumu
13093,Data Science,2.05,JavaScript,0,Cisco,3,Communication,Mombasa
13094,Computer Science,2.05,JavaScript,6,AWS,6,Communication,Remote
13095,Computer Science,2.81,Java,1,Google Cloud,4,Communication,Nairobi
13096,Computer Science,3.65,Machine Learning,0,None,5,Leadership,Kisumu
13097,Data Science,3.04,Machine Learning,3,AWS,3,Problem Solving,Remote
13098,Information Technology,2.66,Java,7,Google Cloud,2,Problem Solving,Remote
13099,Information Technology,2.99,JavaScript,4,Google Cloud,2,Communication,Kisumu
13100,Software Engineering,3.19,SQL,3,None,3,Communication,Nairobi
13101,Software Engineering,2.92,Python,4,Cisco,2,Problem Solving,Nairobi
13102,Information Technology,2.71,C++,3,None,5,Teamwork,Remote
13103,Information Technology,3.48,C++,6,AWS,6,Teamwork,Kisumu
13104,Computer Science,3.69,JavaScript,3,Cisco,3,Leadership,Mombasa
13105,Data Science,3.58,Java,4,Google Cloud,2,Leadership,Mombasa
13106,Information Technology,2.97,JavaScript,4,Cisco,5,Teamwork,Nairobi
13107,Information Technology,3.68,Java,4,Google Cloud,5,Communication,Mombasa
13108,Information Technology,3.03,Python,0,Google Cloud,1,Leadership,Remote
13109,Computer Science,2.01,React,6,None,2,Problem Solving,Kisumu
13110,Information Technology,2.75,Python,0,None,0,Communication,Remote
13111,Data Science,2.01,SQL,5,None,0,Problem Solving,Mombasa
13112,Information Technology,2.89,Python,6,AWS,2,Leadership,Remote
13113,Computer Science,3.59,Python,3,None,1,Teamwork,Nairobi
13114,Data Science,2.69,JavaScript,2,Cisco,6,Leadership,Remote
13115,Information Technology,2.03,SQL,7,None,0,Communication,Mombasa
13116,Computer Science,3.89,React,6,Cisco,1,Leadership,Remote
13117,Data Science,2.01,Machine Learning,2,AWS,4,Communication,Mombasa
13118,Software Engineering,2.3,JavaScript,3,None,1,Teamwork,Nairobi
13119,Computer Science,2.52,Java,7,Cisco,3,Problem Solving,Kisumu
13120,Computer Science,2.92,SQL,2,None,5,Teamwork,Nairobi
13121,Data Science,3.72,Java,5,Google Cloud,5,Communication,Remote
13122,Information Technology,2.62,Python,6,AWS,1,Leadership,Kisumu
13123,Software Engineering,2.43,Java,3,Google Cloud,2,Communication,Mombasa
13124,Data Science,2.95,Machine Learning,7,AWS,3,Leadership,Remote
13125,Data Science,3.58,Machine Learning,0,AWS,4,Communication,Mombasa
13126,Data Science,2.3,Machine Learning,4,None,6,Communication,Kisumu
13127,Computer Science,3.91,Python,4,Google Cloud,2,Problem Solving,Mombasa
13128,Data Science,3.15,Machine Learning,3,AWS,3,Problem Solving,Nairobi
13129,Computer Science,2.06,Java,2,Google Cloud,2,Problem Solving,Remote
13130,Information Technology,2.6,Java,6,Cisco,2,Leadership,Remote
13131,Computer Science,2.39,Java,1,Cisco,0,Communication,Kisumu
13132,Computer Science,3.76,Java,7,AWS,1,Communication,Kisumu
13133,Information Technology,3.6,Machine Learning,0,None,3,Teamwork,Nairobi
13134,Software Engineering,3.41,Python,6,Google Cloud,2,Teamwork,Remote
13135,Data Science,2.93,Flask,6,None,1,Teamwork,Remote
13136,Data Science,3.73,Flask,4,Google Cloud,1,Communication,Remote
13137,Data Science,3.42,Java,5,None,6,Problem Solving,Kisumu
13138,Data Science,3.67,Machine Learning,0,Google Cloud,4,Teamwork,Remote
13139,Computer Science,3.61,Machine Learning,7,AWS,6,Problem Solving,Mombasa
13140,Computer Science,3.07,React,2,AWS,3,Communication,Remote
13141,Software Engineering,2.79,Python,2,AWS,2,Leadership,Remote
13142,Software Engineering,3.55,SQL,5,Google Cloud,3,Problem Solving,Mombasa
13143,Data Science,3.71,SQL,7,AWS,3,Communication,Nairobi
13144,Information Technology,2.76,C++,0,Google Cloud,2,Problem Solving,Nairobi
13145,Data Science,2.81,JavaScript,0,None,4,Problem Solving,Nairobi
13146,Data Science,2.66,Python,3,None,5,Problem Solving,Remote
13147,Information Technology,3.69,Machine Learning,4,Cisco,3,Leadership,Nairobi
13148,Computer Science,2.19,Machine Learning,5,Cisco,1,Teamwork,Remote
13149,Data Science,2.27,React,0,Google Cloud,0,Communication,Remote
13150,Information Technology,3.44,JavaScript,3,Google Cloud,6,Communication,Nairobi
13151,Information Technology,3.45,SQL,3,AWS,0,Leadership,Nairobi
13152,Computer Science,2.46,Flask,6,Google Cloud,2,Teamwork,Kisumu
13153,Information Technology,2.14,Java,0,Cisco,0,Leadership,Kisumu
13154,Data Science,3.63,Java,4,AWS,3,Problem Solving,Mombasa
13155,Software Engineering,2.55,React,2,AWS,2,Teamwork,Remote
13156,Information Technology,3.37,Machine Learning,4,AWS,2,Teamwork,Mombasa
13157,Computer Science,2.54,SQL,6,Cisco,4,Communication,Kisumu
13158,Information Technology,2.05,Machine Learning,1,AWS,1,Leadership,Mombasa
13159,Computer Science,2.56,JavaScript,4,Cisco,4,Teamwork,Mombasa
13160,Computer Science,3.05,JavaScript,0,None,6,Communication,Kisumu
13161,Data Science,3.85,Java,4,AWS,0,Teamwork,Nairobi
13162,Data Science,2.65,React,3,None,4,Problem Solving,Remote
13163,Information Technology,2.58,React,0,Google Cloud,1,Leadership,Nairobi
13164,Data Science,2.54,Flask,6,AWS,4,Teamwork,Kisumu
13165,Software Engineering,2.9,JavaScript,0,Cisco,1,Leadership,Remote
13166,Data Science,3.85,C++,6,Google Cloud,1,Communication,Kisumu
13167,Software Engineering,3.37,Machine Learning,0,AWS,1,Teamwork,Nairobi
13168,Software Engineering,3.34,C++,1,AWS,5,Leadership,Nairobi
13169,Data Science,3.59,Flask,3,Cisco,6,Problem Solving,Remote
13170,Information Technology,2.89,Flask,5,None,6,Teamwork,Nairobi
13171,Information Technology,2.31,JavaScript,0,AWS,6,Leadership,Nairobi
13172,Information Technology,2.7,Java,6,AWS,2,Problem Solving,Remote
13173,Information Technology,3.12,C++,3,AWS,2,Leadership,Remote
13174,Computer Science,2.32,C++,6,Cisco,5,Communication,Nairobi
13175,Data Science,2.41,Python,5,Google Cloud,0,Problem Solving,Remote
13176,Computer Science,2.39,Java,0,Cisco,4,Problem Solving,Mombasa
13177,Computer Science,2.71,Machine Learning,1,Cisco,3,Problem Solving,Nairobi
13178,Data Science,3.22,JavaScript,7,Cisco,1,Teamwork,Mombasa
13179,Information Technology,3.14,Flask,1,AWS,1,Communication,Remote
13180,Data Science,2.17,React,0,None,3,Communication,Mombasa
13181,Data Science,2.67,JavaScript,4,None,6,Leadership,Mombasa
13182,Information Technology,2.87,Java,3,None,2,Leadership,Mombasa
13183,Software Engineering,2.59,Machine Learning,5,None,5,Leadership,Remote
13184,Data Science,2.01,React,7,None,4,Communication,Nairobi
13185,Computer Science,2.42,Python,3,Cisco,6,Communication,Mombasa
13186,Data Science,3.2,C++,4,AWS,4,Leadership,Mombasa
13187,Software Engineering,2.7,Python,3,AWS,3,Teamwork,Mombasa
13188,Information Technology,3.91,SQL,2,None,4,Communication,Nairobi
13189,Computer Science,3.98,React,0,None,2,Teamwork,Mombasa
13190,Computer Science,2.82,Machine Learning,6,Google Cloud,5,Problem Solving,Remote
13191,Data Science,2.05,JavaScript,2,None,0,Communication,Kisumu
13192,Information Technology,3.74,Flask,4,AWS,0,Problem Solving,Kisumu
13193,Information Technology,3.5,Flask,1,Google Cloud,0,Communication,Kisumu
13194,Information Technology,2.38,Java,0,AWS,6,Teamwork,Remote
13195,Information Technology,2.16,C++,4,Cisco,0,Communication,Nairobi
13196,Data Science,3.98,SQL,7,AWS,4,Teamwork,Nairobi
13197,Data Science,3.16,React,5,AWS,6,Teamwork,Kisumu
13198,Information Technology,2.24,C++,7,AWS,5,Communication,Mombasa
13199,Software Engineering,2.34,React,7,None,6,Problem Solving,Nairobi
13200,Software Engineering,3.28,SQL,2,AWS,6,Communication,Kisumu
13201,Computer Science,2.35,Machine Learning,0,None,2,Leadership,Nairobi
13202,Information Technology,2.31,Python,3,Cisco,2,Leadership,Nairobi
13203,Information Technology,3.66,React,7,Cisco,6,Problem Solving,Mombasa
13204,Software Engineering,3.89,JavaScript,6,None,0,Teamwork,Kisumu
13205,Information Technology,2.29,C++,6,None,0,Leadership,Mombasa
13206,Computer Science,3.7,React,6,None,3,Teamwork,Remote
13207,Computer Science,3.48,Python,6,None,1,Leadership,Kisumu
13208,Software Engineering,3.65,Machine Learning,2,Google Cloud,3,Teamwork,Kisumu
13209,Software Engineering,2.51,Machine Learning,1,Google Cloud,2,Communication,Nairobi
13210,Computer Science,2.38,Machine Learning,0,Google Cloud,2,Communication,Remote
13211,Data Science,2.8,JavaScript,2,AWS,6,Communication,Kisumu
13212,Information Technology,2.01,C++,0,None,1,Communication,Remote
13213,Information Technology,2.35,Python,2,None,5,Leadership,Nairobi
13214,Software Engineering,3.24,React,3,AWS,0,Problem Solving,Nairobi
13215,Computer Science,3.3,JavaScript,5,Cisco,3,Teamwork,Mombasa
13216,Data Science,3.61,C++,2,None,0,Problem Solving,Mombasa
13217,Data Science,2.57,Java,2,None,1,Leadership,Mombasa
13218,Data Science,3.41,C++,4,None,0,Leadership,Nairobi
13219,Data Science,3.63,Java,1,Cisco,5,Leadership,Mombasa
13220,Information Technology,3.08,Python,0,AWS,1,Communication,Mombasa
13221,Software Engineering,2.53,Machine Learning,0,Cisco,3,Communication,Nairobi
13222,Software Engineering,3.75,Machine Learning,0,Google Cloud,6,Communication,Remote
13223,Data Science,2.17,Flask,6,Google Cloud,6,Leadership,Mombasa
13224,Computer Science,2.47,SQL,7,None,0,Leadership,Remote
13225,Data Science,2.7,JavaScript,4,Cisco,0,Problem Solving,Kisumu
13226,Information Technology,3.85,Machine Learning,1,Google Cloud,6,Communication,Kisumu
13227,Software Engineering,2.95,Machine Learning,3,Google Cloud,1,Problem Solving,Remote
13228,Data Science,3.94,Python,3,Cisco,3,Leadership,Remote
13229,Computer Science,3.18,React,7,None,0,Teamwork,Nairobi
13230,Data Science,2.2,React,2,Cisco,5,Communication,Remote
13231,Information Technology,2.53,React,4,None,1,Communication,Nairobi
13232,Information Technology,3.09,Flask,0,Google Cloud,3,Communication,Nairobi
13233,Data Science,4.0,SQL,3,Cisco,0,Teamwork,Remote
13234,Computer Science,2.17,Java,2,Cisco,1,Leadership,Kisumu
13235,Computer Science,3.66,Machine Learning,6,None,4,Teamwork,Remote
13236,Information Technology,2.27,SQL,7,None,6,Teamwork,Remote
13237,Information Technology,2.88,Machine Learning,5,None,2,Leadership,Mombasa
13238,Software Engineering,2.5,React,7,AWS,4,Problem Solving,Nairobi
13239,Information Technology,3.24,JavaScript,0,Cisco,5,Communication,Nairobi
13240,Computer Science,2.96,React,4,AWS,1,Teamwork,Nairobi
13241,Software Engineering,2.57,JavaScript,1,Cisco,0,Problem Solving,Kisumu
13242,Software Engineering,3.3,JavaScript,2,AWS,4,Teamwork,Nairobi
13243,Software Engineering,3.37,C++,1,Cisco,4,Leadership,Kisumu
13244,Computer Science,3.24,Python,7,None,3,Communication,Kisumu
13245,Computer Science,2.46,Java,1,Google Cloud,5,Teamwork,Mombasa
13246,Data Science,2.17,Java,2,Cisco,3,Leadership,Kisumu
13247,Computer Science,3.4,Flask,2,Google Cloud,1,Communication,Kisumu
13248,Software Engineering,2.07,Machine Learning,6,None,1,Teamwork,Nairobi
13249,Software Engineering,3.51,C++,7,Google Cloud,3,Communication,Nairobi
13250,Data Science,3.65,C++,4,Google Cloud,5,Problem Solving,Remote
13251,Computer Science,2.47,JavaScript,5,AWS,0,Communication,Kisumu
13252,Information Technology,3.61,Flask,3,AWS,6,Communication,Nairobi
13253,Information Technology,3.11,JavaScript,4,None,0,Teamwork,Remote
13254,Data Science,3.18,React,5,Cisco,2,Teamwork,Kisumu
13255,Data Science,3.07,JavaScript,5,Google Cloud,6,Teamwork,Remote
13256,Computer Science,3.22,Python,5,AWS,4,Communication,Nairobi
13257,Data Science,3.34,SQL,6,None,1,Problem Solving,Mombasa
13258,Computer Science,2.4,React,3,AWS,0,Leadership,Remote
13259,Data Science,3.23,Python,7,Google Cloud,1,Communication,Mombasa
13260,Information Technology,3.82,C++,3,Google Cloud,5,Teamwork,Mombasa
13261,Data Science,2.52,React,5,None,3,Problem Solving,Nairobi
13262,Information Technology,2.99,JavaScript,4,Google Cloud,6,Teamwork,Remote
13263,Computer Science,2.16,Python,4,Cisco,3,Leadership,Mombasa
13264,Computer Science,3.92,Java,4,Google Cloud,2,Teamwork,Mombasa
13265,Software Engineering,2.19,JavaScript,5,AWS,1,Leadership,Kisumu
13266,Information Technology,2.28,Flask,4,AWS,0,Teamwork,Nairobi
13267,Computer Science,2.13,Machine Learning,2,Cisco,2,Communication,Mombasa
13268,Computer Science,2.52,Flask,0,AWS,2,Leadership,Nairobi
13269,Information Technology,3.34,C++,1,None,6,Teamwork,Mombasa
13270,Computer Science,3.57,Python,6,Google Cloud,6,Leadership,Kisumu
13271,Data Science,3.46,JavaScript,0,AWS,2,Communication,Kisumu
13272,Data Science,3.29,Flask,2,Cisco,0,Leadership,Mombasa
13273,Data Science,3.69,JavaScript,4,Cisco,1,Problem Solving,Nairobi
13274,Computer Science,3.68,C++,2,Google Cloud,6,Leadership,Nairobi
13275,Software Engineering,3.53,Java,7,None,5,Teamwork,Remote
13276,Software Engineering,2.56,React,5,Google Cloud,6,Problem Solving,Mombasa
13277,Data Science,2.64,Flask,0,Cisco,0,Problem Solving,Mombasa
13278,Software Engineering,2.75,Flask,5,Google Cloud,5,Problem Solving,Remote
13279,Data Science,2.31,Python,5,Google Cloud,0,Problem Solving,Mombasa
13280,Computer Science,3.98,SQL,5,AWS,0,Teamwork,Kisumu
13281,Data Science,2.71,Machine Learning,4,AWS,0,Leadership,Mombasa
13282,Computer Science,3.96,SQL,6,AWS,2,Leadership,Remote
13283,Information Technology,2.16,Java,1,None,0,Teamwork,Nairobi
13284,Software Engineering,2.37,C++,1,AWS,1,Problem Solving,Kisumu
13285,Information Technology,3.67,Machine Learning,5,AWS,6,Teamwork,Mombasa
13286,Software Engineering,3.07,SQL,3,AWS,5,Leadership,Nairobi
13287,Data Science,2.46,Java,5,None,6,Communication,Nairobi
13288,Software Engineering,3.42,Java,4,Cisco,5,Communication,Nairobi
13289,Software Engineering,3.23,C++,6,Cisco,0,Problem Solving,Nairobi
13290,Software Engineering,2.54,SQL,7,None,5,Problem Solving,Kisumu
13291,Software Engineering,2.5,React,0,Cisco,2,Problem Solving,Nairobi
13292,Data Science,2.92,Python,4,AWS,0,Problem Solving,Mombasa
13293,Data Science,3.58,Machine Learning,5,AWS,6,Teamwork,Remote
13294,Software Engineering,2.15,React,2,Google Cloud,3,Communication,Kisumu
13295,Information Technology,2.69,Java,4,None,2,Problem Solving,Nairobi
13296,Software Engineering,2.88,JavaScript,0,Google Cloud,0,Communication,Kisumu
13297,Software Engineering,2.46,React,4,Cisco,6,Problem Solving,Remote
13298,Information Technology,2.71,JavaScript,1,AWS,0,Leadership,Mombasa
13299,Data Science,3.2,SQL,6,AWS,0,Leadership,Remote
13300,Information Technology,2.78,Java,5,AWS,2,Problem Solving,Mombasa
13301,Data Science,3.09,React,7,Cisco,4,Problem Solving,Nairobi
13302,Data Science,2.51,Python,7,None,1,Leadership,Kisumu
13303,Software Engineering,2.85,Python,1,Cisco,3,Communication,Nairobi
13304,Data Science,2.75,Flask,5,Cisco,2,Leadership,Remote
13305,Computer Science,2.71,JavaScript,2,None,4,Teamwork,Remote
13306,Data Science,2.64,React,4,Cisco,5,Teamwork,Remote
13307,Data Science,2.95,Python,4,Google Cloud,0,Problem Solving,Mombasa
13308,Software Engineering,2.97,React,6,Google Cloud,1,Leadership,Nairobi
13309,Information Technology,2.9,Python,5,Google Cloud,1,Communication,Nairobi
13310,Computer Science,3.5,JavaScript,6,Cisco,5,Teamwork,Mombasa
13311,Data Science,3.52,Python,6,AWS,1,Problem Solving,Kisumu
13312,Computer Science,3.19,JavaScript,5,Cisco,5,Teamwork,Kisumu
13313,Computer Science,3.55,Flask,0,Google Cloud,5,Problem Solving,Mombasa
13314,Data Science,2.72,Python,4,Google Cloud,0,Teamwork,Remote
13315,Software Engineering,2.24,Python,7,AWS,5,Leadership,Kisumu
13316,Data Science,2.67,Java,2,AWS,5,Problem Solving,Kisumu
13317,Information Technology,3.25,SQL,6,AWS,6,Teamwork,Mombasa
13318,Software Engineering,3.27,C++,6,None,3,Problem Solving,Kisumu
13319,Data Science,3.32,Flask,7,AWS,2,Communication,Nairobi
13320,Computer Science,2.34,Java,2,None,6,Leadership,Kisumu
13321,Data Science,2.37,Machine Learning,4,Google Cloud,0,Communication,Nairobi
13322,Information Technology,3.23,React,0,None,2,Leadership,Nairobi
13323,Data Science,3.05,SQL,6,AWS,2,Problem Solving,Nairobi
13324,Information Technology,3.29,Java,4,Google Cloud,2,Teamwork,Mombasa
13325,Information Technology,2.84,Flask,3,Cisco,2,Leadership,Remote
13326,Computer Science,2.63,C++,3,None,1,Problem Solving,Remote
13327,Computer Science,2.07,C++,6,Cisco,5,Teamwork,Kisumu
13328,Information Technology,2.58,SQL,4,AWS,4,Leadership,Nairobi
13329,Software Engineering,3.92,C++,5,None,6,Leadership,Kisumu
13330,Information Technology,3.19,Machine Learning,4,None,1,Teamwork,Mombasa
13331,Data Science,3.08,React,2,Cisco,5,Teamwork,Nairobi
13332,Data Science,2.12,Java,5,None,0,Problem Solving,Nairobi
13333,Data Science,2.12,C++,4,AWS,6,Problem Solving,Nairobi
13334,Data Science,3.03,SQL,5,Google Cloud,3,Problem Solving,Nairobi
13335,Software Engineering,2.04,Machine Learning,3,AWS,6,Problem Solving,Nairobi
13336,Software Engineering,2.03,Machine Learning,2,None,4,Leadership,Nairobi
13337,Information Technology,2.64,Python,3,AWS,4,Communication,Nairobi
13338,Computer Science,3.33,Machine Learning,5,AWS,2,Leadership,Kisumu
13339,Information Technology,2.87,C++,6,Cisco,2,Communication,Mombasa
13340,Information Technology,3.73,JavaScript,3,Google Cloud,4,Teamwork,Remote
13341,Software Engineering,3.05,JavaScript,7,Cisco,6,Leadership,Remote
13342,Data Science,2.58,Java,1,AWS,0,Communication,Nairobi
13343,Computer Science,3.16,Machine Learning,7,Cisco,0,Leadership,Mombasa
13344,Data Science,3.62,Java,1,Cisco,5,Teamwork,Mombasa
13345,Information Technology,3.47,C++,6,Google Cloud,0,Leadership,Nairobi
13346,Software Engineering,3.26,C++,7,Cisco,2,Problem Solving,Nairobi
13347,Data Science,2.19,Java,3,Google Cloud,5,Leadership,Remote
13348,Data Science,2.35,SQL,5,None,5,Problem Solving,Mombasa
13349,Data Science,2.84,SQL,3,Google Cloud,5,Teamwork,Kisumu
13350,Data Science,3.53,SQL,1,None,5,Teamwork,Remote
13351,Computer Science,3.5,SQL,5,None,1,Communication,Mombasa
13352,Software Engineering,3.23,SQL,0,None,6,Communication,Kisumu
13353,Software Engineering,3.96,C++,7,Cisco,5,Communication,Kisumu
13354,Data Science,2.8,React,6,AWS,1,Teamwork,Nairobi
13355,Data Science,2.02,React,0,None,0,Leadership,Remote
13356,Information Technology,2.07,C++,6,Google Cloud,6,Communication,Remote
13357,Computer Science,2.35,React,0,AWS,4,Leadership,Mombasa
13358,Information Technology,3.78,SQL,4,Google Cloud,0,Teamwork,Remote
13359,Data Science,3.69,JavaScript,0,Google Cloud,1,Leadership,Remote
13360,Data Science,2.83,Python,4,Google Cloud,5,Communication,Nairobi
13361,Software Engineering,3.53,JavaScript,3,Google Cloud,0,Communication,Remote
13362,Software Engineering,2.27,Flask,4,Cisco,1,Teamwork,Kisumu
13363,Information Technology,3.53,Python,6,Cisco,2,Communication,Mombasa
13364,Data Science,2.04,Machine Learning,4,Google Cloud,2,Leadership,Mombasa
13365,Data Science,3.7,Flask,3,Cisco,6,Teamwork,Remote
13366,Computer Science,3.76,React,3,None,0,Communication,Nairobi
13367,Information Technology,2.01,SQL,3,Cisco,2,Leadership,Nairobi
13368,Software Engineering,3.66,Python,6,AWS,0,Teamwork,Nairobi
13369,Software Engineering,3.19,Flask,5,None,2,Communication,Remote
13370,Software Engineering,3.75,C++,3,Cisco,3,Problem Solving,Mombasa
13371,Information Technology,3.78,Java,4,Google Cloud,2,Communication,Nairobi
13372,Data Science,2.12,C++,5,Google Cloud,0,Leadership,Kisumu
13373,Computer Science,2.56,JavaScript,2,Google Cloud,5,Problem Solving,Nairobi
13374,Information Technology,2.8,Java,2,AWS,5,Problem Solving,Kisumu
13375,Data Science,2.27,Flask,0,None,0,Problem Solving,Remote
13376,Information Technology,2.69,Python,3,Cisco,0,Leadership,Kisumu
13377,Data Science,2.23,SQL,6,Cisco,1,Leadership,Nairobi
13378,Software Engineering,3.8,Flask,0,None,6,Problem Solving,Mombasa
13379,Data Science,2.83,Machine Learning,2,AWS,1,Leadership,Remote
13380,Data Science,3.7,C++,0,Google Cloud,6,Teamwork,Nairobi
13381,Software Engineering,2.94,Python,3,AWS,4,Problem Solving,Remote
13382,Computer Science,2.56,Java,7,None,2,Communication,Kisumu
13383,Software Engineering,3.3,SQL,6,Google Cloud,3,Leadership,Remote
13384,Computer Science,2.89,SQL,0,Google Cloud,1,Communication,Kisumu
13385,Software Engineering,3.47,React,7,Cisco,1,Leadership,Remote
13386,Information Technology,3.01,Flask,0,Cisco,6,Communication,Kisumu
13387,Data Science,2.97,Machine Learning,5,AWS,6,Problem Solving,Remote
13388,Information Technology,3.76,JavaScript,0,None,0,Problem Solving,Remote
13389,Information Technology,3.19,JavaScript,6,Google Cloud,2,Teamwork,Mombasa
13390,Computer Science,3.16,SQL,4,Google Cloud,5,Leadership,Kisumu
13391,Information Technology,3.34,JavaScript,6,Google Cloud,4,Problem Solving,Kisumu
13392,Information Technology,3.64,C++,0,Google Cloud,3,Teamwork,Nairobi
13393,Software Engineering,2.29,SQL,6,AWS,6,Communication,Kisumu
13394,Software Engineering,3.68,SQL,4,AWS,6,Leadership,Kisumu
13395,Information Technology,2.61,C++,3,None,6,Communication,Remote
13396,Information Technology,3.75,JavaScript,5,Google Cloud,1,Problem Solving,Kisumu
13397,Information Technology,3.3,Flask,3,Google Cloud,5,Teamwork,Nairobi
13398,Data Science,2.39,Python,4,Google Cloud,2,Leadership,Remote
13399,Information Technology,3.01,Flask,3,AWS,1,Leadership,Kisumu
13400,Information Technology,3.32,Java,6,None,4,Communication,Remote
13401,Data Science,2.49,Machine Learning,2,Cisco,3,Problem Solving,Mombasa
13402,Information Technology,3.57,Python,1,None,4,Teamwork,Nairobi
13403,Software Engineering,2.82,React,5,Cisco,4,Leadership,Nairobi
13404,Software Engineering,3.18,Flask,3,AWS,3,Leadership,Kisumu
13405,Information Technology,2.69,Flask,4,None,6,Problem Solving,Nairobi
13406,Information Technology,2.11,Java,4,AWS,2,Problem Solving,Mombasa
13407,Information Technology,2.46,C++,3,None,3,Problem Solving,Mombasa
13408,Data Science,3.11,Flask,3,Cisco,1,Problem Solving,Mombasa
13409,Information Technology,2.74,Python,2,AWS,4,Teamwork,Nairobi
13410,Data Science,3.1,JavaScript,6,Cisco,5,Teamwork,Mombasa
13411,Computer Science,3.73,SQL,0,Google Cloud,1,Problem Solving,Mombasa
13412,Computer Science,2.56,Flask,0,Cisco,6,Teamwork,Mombasa
13413,Computer Science,2.19,React,2,AWS,6,Problem Solving,Kisumu
13414,Information Technology,2.07,Python,3,Cisco,6,Teamwork,Mombasa
13415,Software Engineering,3.92,Java,7,None,4,Teamwork,Remote
13416,Software Engineering,3.69,React,7,Google Cloud,5,Communication,Remote
13417,Data Science,3.98,Machine Learning,7,Cisco,3,Leadership,Remote
13418,Software Engineering,3.25,Python,3,None,5,Leadership,Mombasa
13419,Data Science,3.5,SQL,0,None,2,Communication,Nairobi
13420,Computer Science,2.38,React,6,Cisco,5,Leadership,Nairobi
13421,Information Technology,2.22,React,6,None,4,Leadership,Nairobi
13422,Computer Science,2.02,C++,0,AWS,4,Teamwork,Kisumu
13423,Computer Science,2.68,SQL,4,Google Cloud,2,Teamwork,Nairobi
13424,Data Science,3.09,SQL,1,AWS,4,Leadership,Nairobi
13425,Software Engineering,3.7,C++,1,None,3,Teamwork,Remote
13426,Information Technology,2.19,React,5,AWS,4,Communication,Remote
13427,Data Science,3.62,Flask,0,Cisco,1,Leadership,Remote
13428,Information Technology,2.36,Python,2,AWS,0,Problem Solving,Kisumu
13429,Computer Science,3.98,Machine Learning,3,Google Cloud,4,Communication,Kisumu
13430,Software Engineering,3.95,Flask,5,Cisco,0,Problem Solving,Remote
13431,Computer Science,2.91,Python,1,Google Cloud,2,Leadership,Kisumu
13432,Computer Science,2.41,JavaScript,0,Cisco,5,Leadership,Kisumu
13433,Data Science,3.41,C++,6,None,4,Problem Solving,Remote
13434,Information Technology,2.39,C++,7,Cisco,0,Communication,Nairobi
13435,Computer Science,2.35,C++,5,AWS,2,Teamwork,Kisumu
13436,Information Technology,2.05,React,3,Google Cloud,2,Teamwork,Remote
13437,Data Science,3.32,JavaScript,4,None,3,Leadership,Kisumu
13438,Data Science,3.89,JavaScript,3,Google Cloud,6,Communication,Remote
13439,Data Science,2.19,React,4,AWS,6,Communication,Remote
13440,Software Engineering,3.7,Java,7,AWS,6,Problem Solving,Mombasa
13441,Computer Science,3.69,Flask,5,Cisco,5,Communication,Mombasa
13442,Information Technology,2.82,Java,1,Cisco,3,Leadership,Nairobi
13443,Data Science,2.03,Java,3,Cisco,2,Communication,Nairobi
13444,Data Science,2.09,SQL,5,AWS,3,Problem Solving,Kisumu
13445,Software Engineering,3.25,Machine Learning,6,None,6,Problem Solving,Remote
13446,Information Technology,3.15,SQL,1,Cisco,1,Teamwork,Kisumu
13447,Data Science,2.93,Python,4,None,6,Leadership,Nairobi
13448,Data Science,2.88,Java,0,Cisco,0,Problem Solving,Kisumu
13449,Data Science,3.51,React,6,Cisco,5,Teamwork,Remote
13450,Computer Science,2.12,SQL,7,Google Cloud,6,Communication,Nairobi
13451,Software Engineering,2.28,C++,0,None,1,Communication,Remote
13452,Information Technology,3.4,Java,7,AWS,2,Leadership,Kisumu
13453,Data Science,3.4,JavaScript,3,Google Cloud,1,Teamwork,Mombasa
13454,Data Science,2.45,JavaScript,1,Cisco,1,Teamwork,Kisumu
13455,Data Science,2.88,React,1,Cisco,5,Teamwork,Mombasa
13456,Data Science,2.74,C++,3,None,4,Problem Solving,Remote
13457,Data Science,3.99,JavaScript,3,Google Cloud,4,Teamwork,Mombasa
